Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Mercer,5/17/20,2,2.7,96,110683,1.8,2.5,86.7
Mercer,5/18/20,2,2.6,98,110683,1.8,2.3,88.5
Mercer,5/19/20,0,2.6,98,110683,0,2.3,88.5
Mercer,5/20/20,1,2.3,99,110683,0.9,2.1,89.4
Mercer,5/21/20,5,2.7,104,110683,4.5,2.5,94
Mercer,5/22/20,1,1.7,105,110683,0.9,1.5,94.9
Mercer,5/23/20,1,1.7,106,110683,0.9,1.5,95.8
Mercer,5/24/20,1,1.6,107,110683,0.9,1.4,96.7
Mercer,5/25/20,0,1.3,107,110683,0,1.2,96.7
Mercer,5/26/20,0,1.3,107,110683,0,1.2,96.7
Mercer,5/27/20,0,1.1,107,110683,0,1,96.7
Mercer,5/28/20,1,0.6,108,110683,0.9,0.5,97.6
Mercer,5/29/20,0,0.4,108,110683,0,0.4,97.6
Mercer,5/30/20,0,0.3,108,110683,0,0.3,97.6
Mercer,5/31/20,0,0.1,108,110683,0,0.1,97.6
Mercer,6/1/20,0,0.1,108,110683,0,0.1,97.6
Mercer,6/2/20,1,0.3,109,110683,0.9,0.3,98.5
Mercer,6/3/20,2,0.6,111,110683,1.8,0.5,100.3
Mercer,6/4/20,0,0.4,111,110683,0,0.4,100.3
Mercer,6/5/20,1,0.6,112,110683,0.9,0.5,101.2
Mercer,6/6/20,0,0.6,112,110683,0,0.5,101.2
Mercer,6/7/20,0,0.6,112,110683,0,0.5,101.2
Mercer,6/8/20,2,0.9,114,110683,1.8,0.8,103
Mercer,6/9/20,2,1,116,110683,1.8,0.9,104.8
Mercer,6/10/20,0,0.7,116,110683,0,0.6,104.8
Mercer,6/11/20,0,0.7,116,110683,0,0.6,104.8
Mercer,6/12/20,0,0.6,116,110683,0,0.5,104.8
Mercer,6/13/20,0,0.6,116,110683,0,0.5,104.8
Mercer,6/14/20,2,0.9,118,110683,1.8,0.8,106.6
Mercer,6/15/20,2,0.9,120,110683,1.8,0.8,108.4
Mercer,6/16/20,0,0.6,120,110683,0,0.5,108.4
Mercer,6/17/20,0,0.6,120,110683,0,0.5,108.4
Mercer,6/18/20,0,0.6,120,110683,0,0.5,108.4
Mercer,6/19/20,0,0.6,120,110683,0,0.5,108.4
Mercer,6/20/20,1,0.7,121,110683,0.9,0.6,109.3
Mercer,6/21/20,0,0.4,121,110683,0,0.4,109.3
Mercer,6/22/20,1,0.3,122,110683,0.9,0.3,110.2
Mercer,6/23/20,1,0.4,123,110683,0.9,0.4,111.1
Mercer,6/24/20,7,1.4,130,110683,6.3,1.3,117.5
Mercer,6/25/20,3,1.9,133,110683,2.7,1.7,120.2
Mercer,6/26/20,3,2.3,136,110683,2.7,2.1,122.9
Mercer,6/27/20,3,2.6,139,110683,2.7,2.3,125.6
Mercer,6/28/20,0,2.6,139,110683,0,2.3,125.6
Mercer,6/29/20,2,2.7,141,110683,1.8,2.5,127.4
Mercer,6/30/20,0,2.6,141,110683,0,2.3,127.4
Mercer,7/1/20,0,1.6,141,110683,0,1.4,127.4
Mercer,7/2/20,1,1.3,142,110683,0.9,1.2,128.3
Mercer,7/3/20,8,2,150,110683,7.2,1.8,135.5
Mercer,7/4/20,4,2.1,154,110683,3.6,1.9,139.1
Mercer,7/5/20,1,2.3,155,110683,0.9,2.1,140
Mercer,7/6/20,5,2.7,160,110683,4.5,2.5,144.6
Mercer,7/7/20,0,2.7,160,110683,0,2.5,144.6
Mercer,7/8/20,2,3,162,110683,1.8,2.7,146.4
Mercer,7/9/20,2,3.1,164,110683,1.8,2.8,148.2
Mercer,7/10/20,3,2.4,167,110683,2.7,2.2,150.9
Mercer,7/11/20,3,2.3,170,110683,2.7,2.1,153.6
Mercer,7/12/20,7,3.1,177,110683,6.3,2.8,159.9
Mercer,7/13/20,10,3.9,187,110683,9,3.5,169
Mercer,7/14/20,16,6.1,203,110683,14.5,5.5,183.4
Mercer,7/15/20,5,6.6,208,110683,4.5,5.9,187.9
Mercer,7/16/20,7,7.3,215,110683,6.3,6.6,194.2
Mercer,7/17/20,5,7.6,220,110683,4.5,6.8,198.8
Mercer,7/18/20,8,8.3,228,110683,7.2,7.5,206
Mercer,7/19/20,17,9.7,245,110683,15.4,8.8,221.4
Mercer,7/20/20,13,10.1,258,110683,11.7,9.2,233.1
Mercer,7/21/20,19,10.6,277,110683,17.2,9.6,250.3
Mercer,7/22/20,5,10.6,282,110683,4.5,9.6,254.8
Mercer,7/23/20,5,10.3,287,110683,4.5,9.3,259.3
Mercer,7/24/20,5,10.3,292,110683,4.5,9.3,263.8
Mercer,7/25/20,3,9.6,295,110683,2.7,8.6,266.5
Mercer,7/26/20,5,7.9,300,110683,4.5,7.1,271
Mercer,7/27/20,1,6.1,301,110683,0.9,5.5,271.9
Mercer,7/28/20,7,4.4,308,110683,6.3,4,278.3
Mercer,7/29/20,6,4.6,314,110683,5.4,4.1,283.7
Mercer,7/30/20,12,5.6,326,110683,10.8,5,294.5
Mercer,7/31/20,14,6.9,340,110683,12.6,6.2,307.2
Mercer,8/1/20,5,7.1,345,110683,4.5,6.5,311.7
Mercer,8/2/20,11,8,356,110683,9.9,7.2,321.6
Mercer,8/3/20,13,9.7,369,110683,11.7,8.8,333.4
Mercer,8/4/20,5,9.4,374,110683,4.5,8.5,337.9
Mercer,8/5/20,14,10.6,388,110683,12.6,9.6,350.6
Mercer,8/6/20,11,10.4,399,110683,9.9,9.4,360.5
Mercer,8/7/20,16,10.7,415,110683,14.5,9.7,374.9
Mercer,8/8/20,18,12.6,433,110683,16.3,11.4,391.2
Mercer,8/9/20,5,11.7,438,110683,4.5,10.6,395.7
Mercer,8/10/20,6,10.7,444,110683,5.4,9.7,401.1
Mercer,8/11/20,12,11.7,456,110683,10.8,10.6,412
Mercer,8/12/20,13,11.6,469,110683,11.7,10.5,423.7
Mercer,8/13/20,12,11.7,481,110683,10.8,10.6,434.6
Mercer,8/14/20,10,10.9,491,110683,9,9.8,443.6
Mercer,8/15/20,2,8.6,493,110683,1.8,7.7,445.4
Mercer,8/16/20,2,8.1,495,110683,1.8,7.4,447.2
Mercer,8/17/20,9,8.6,504,110683,8.1,7.7,455.4
Mercer,8/18/20,0,6.9,504,110683,0,6.2,455.4
Mercer,8/19/20,6,5.9,510,110683,5.4,5.3,460.8
Mercer,8/20/20,6,5,516,110683,5.4,4.5,466.2
Mercer,8/21/20,4,4.1,520,110683,3.6,3.7,469.8
Mercer,8/22/20,6,4.7,526,110683,5.4,4.3,475.2
Mercer,8/23/20,9,5.7,535,110683,8.1,5.2,483.4
Mercer,8/24/20,2,4.7,537,110683,1.8,4.3,485.2
Mercer,8/25/20,1,4.9,538,110683,0.9,4.4,486.1
Mercer,8/26/20,2,4.3,540,110683,1.8,3.9,487.9
Mercer,8/27/20,4,4,544,110683,3.6,3.6,491.5
Mercer,8/28/20,1,3.6,545,110683,0.9,3.2,492.4
Mercer,8/29/20,2,3,547,110683,1.8,2.7,494.2
Mercer,8/30/20,2,2,549,110683,1.8,1.8,496
Mercer,8/31/20,2,2,551,110683,1.8,1.8,497.8
Mercer,9/1/20,2,2.1,553,110683,1.8,1.9,499.6
Mercer,9/2/20,10,3.3,563,110683,9,3,508.7
Mercer,9/3/20,2,3,565,110683,1.8,2.7,510.5
Mercer,9/4/20,10,4.3,575,110683,9,3.9,519.5
Mercer,9/5/20,2,4.3,577,110683,1.8,3.9,521.3
Mercer,9/6/20,23,7.3,600,110683,20.8,6.6,542.1
Mercer,9/7/20,9,8.3,609,110683,8.1,7.5,550.2
Mercer,9/8/20,1,8.1,610,110683,0.9,7.4,551.1
Mercer,9/9/20,6,7.6,616,110683,5.4,6.8,556.5
Mercer,9/10/20,3,7.7,619,110683,2.7,7,559.3
Mercer,9/11/20,10,7.7,629,110683,9,7,568.3
Mercer,9/12/20,26,11.1,655,110683,23.5,10.1,591.8
Mercer,9/13/20,0,7.9,655,110683,0,7.1,591.8
Mercer,9/14/20,5,7.3,660,110683,4.5,6.6,596.3
Mercer,9/15/20,3,7.6,663,110683,2.7,6.8,599
Mercer,9/16/20,1,6.9,664,110683,0.9,6.2,599.9
Mercer,9/17/20,21,9.4,685,110683,19,8.5,618.9
Mercer,9/18/20,4,8.6,689,110683,3.6,7.7,622.5
Mercer,9/19/20,6,5.7,695,110683,5.4,5.2,627.9
Mercer,9/20/20,5,6.4,700,110683,4.5,5.8,632.4
Mercer,9/21/20,2,6,702,110683,1.8,5.4,634.2
Mercer,9/22/20,4,6.1,706,110683,3.6,5.5,637.9
Mercer,9/23/20,2,6.3,708,110683,1.8,5.7,639.7
Mercer,9/24/20,11,4.9,719,110683,9.9,4.4,649.6
Mercer,9/25/20,6,5.1,725,110683,5.4,4.6,655
Mercer,9/26/20,2,4.6,727,110683,1.8,4.1,656.8
Mercer,9/27/20,7,4.9,734,110683,6.3,4.4,663.2
Mercer,9/28/20,7,5.6,741,110683,6.3,5,669.5
Mercer,9/29/20,4,5.6,745,110683,3.6,5,673.1
Mercer,9/30/20,3,5.7,748,110683,2.7,5.2,675.8
Mercer,10/1/20,9,5.4,757,110683,8.1,4.9,683.9
Mercer,10/2/20,8,5.7,765,110683,7.2,5.2,691.2
Mercer,10/3/20,5,6.1,770,110683,4.5,5.5,695.7
Mercer,10/4/20,7,6.1,777,110683,6.3,5.5,702
Mercer,10/5/20,3,5.6,780,110683,2.7,5,704.7
Mercer,10/6/20,4,5.6,784,110683,3.6,5,708.3
Mercer,10/7/20,8,6.3,792,110683,7.2,5.7,715.6
Mercer,10/8/20,11,6.6,803,110683,9.9,5.9,725.5
Mercer,10/9/20,13,7.3,816,110683,11.7,6.6,737.2
Mercer,10/10/20,6,7.4,822,110683,5.4,6.7,742.7
Mercer,10/11/20,3,6.9,825,110683,2.7,6.2,745.4
Mercer,10/12/20,9,7.7,834,110683,8.1,7,753.5
Mercer,10/13/20,10,8.6,844,110683,9,7.7,762.5
Mercer,10/14/20,13,9.3,857,110683,11.7,8.4,774.3
Mercer,10/15/20,6,8.6,863,110683,5.4,7.7,779.7
Mercer,10/16/20,7,7.7,870,110683,6.3,7,786
Mercer,10/17/20,5,7.6,875,110683,4.5,6.8,790.5
Mercer,10/18/20,5,7.9,880,110683,4.5,7.1,795.1
Mercer,10/19/20,20,9.4,900,110683,18.1,8.5,813.1
Mercer,10/20/20,16,10.3,916,110683,14.5,9.3,827.6
Mercer,10/21/20,16,10.7,932,110683,14.5,9.7,842
Mercer,10/22/20,14,11.9,946,110683,12.6,10.7,854.7
Mercer,10/23/20,12,12.6,958,110683,10.8,11.4,865.5
Mercer,10/24/20,16,14.1,974,110683,14.5,12.8,880
Mercer,10/25/20,12,15.1,986,110683,10.8,13.7,890.8
Mercer,10/26/20,16,14.6,1002,110683,14.5,13.2,905.3
Mercer,10/27/20,17,14.7,1019,110683,15.4,13.3,920.6
Mercer,10/28/20,27,16.3,1046,110683,24.4,14.7,945
Mercer,10/29/20,22,17.4,1068,110683,19.9,15.7,964.9
Mercer,10/30/20,22,18.9,1090,110683,19.9,17,984.8
Mercer,10/31/20,15,18.7,1105,110683,13.6,16.9,998.3
Mercer,11/1/20,18,19.6,1123,110683,16.3,17.7,1014.6
Mercer,11/2/20,35,22.3,1158,110683,31.6,20.1,1046.2
Mercer,11/3/20,38,25.3,1196,110683,34.3,22.8,1080.6
Mercer,11/4/20,40,27.1,1236,110683,36.1,24.5,1116.7
Mercer,11/5/20,45,30.4,1281,110683,40.7,27.5,1157.4
Mercer,11/6/20,41,33.1,1322,110683,37,29.9,1194.4
Mercer,11/7/20,28,35,1350,110683,25.3,31.6,1219.7
Mercer,11/8/20,43,38.6,1393,110683,38.8,34.8,1258.5
Mercer,11/9/20,55,41.4,1448,110683,49.7,37.4,1308.2
Mercer,11/10/20,84,48,1532,110683,75.9,43.4,1384.1
Mercer,11/11/20,79,53.6,1611,110683,71.4,48.4,1455.5
Mercer,11/12/20,76,58,1687,110683,68.7,52.4,1524.2
Mercer,11/13/20,62,61,1749,110683,56,55.1,1580.2
Mercer,11/14/20,57,65.1,1806,110683,51.5,58.9,1631.7
Mercer,11/15/20,56,67,1862,110683,50.6,60.5,1682.3
Mercer,11/16/20,69,69,1931,110683,62.3,62.3,1744.6
Mercer,11/17/20,103,71.7,2034,110683,93.1,64.8,1837.7
Mercer,11/18/20,62,69.3,2096,110683,56,62.6,1893.7
Mercer,11/19/20,62,67.3,2158,110683,56,60.8,1949.7
Mercer,11/20/20,73,68.9,2231,110683,66,62.2,2015.7
Mercer,11/21/20,92,73.9,2323,110683,83.1,66.7,2098.8
Mercer,11/22/20,52,73.3,2375,110683,47,66.2,2145.8
Mercer,11/23/20,61,72.1,2436,110683,55.1,65.2,2200.9
Mercer,11/24/20,111,73.3,2547,110683,100.3,66.2,2301.2
Mercer,11/25/20,49,71.4,2596,110683,44.3,64.5,2345.4
Mercer,11/26/20,64,71.7,2660,110683,57.8,64.8,2403.3
Mercer,11/27/20,100,75.6,2760,110683,90.3,68.3,2493.6
Mercer,11/28/20,76,73.3,2836,110683,68.7,66.2,2562.3
Mercer,11/29/20,49,72.9,2885,110683,44.3,65.8,2606.5
Mifflin,3/1/20,0,,0,46222,0,,0
Mifflin,3/2/20,0,,0,46222,0,,0
Mifflin,3/3/20,0,,0,46222,0,,0
Mifflin,3/4/20,0,,0,46222,0,,0
Mifflin,3/5/20,0,,0,46222,0,,0
Mifflin,3/6/20,0,,0,46222,0,,0
Mifflin,3/7/20,0,,0,46222,0,,0
Mifflin,3/8/20,0,0,0,46222,0,0,0
Mifflin,3/9/20,0,0,0,46222,0,0,0
Mifflin,3/10/20,0,0,0,46222,0,0,0
Mifflin,3/11/20,0,0,0,46222,0,0,0
Mifflin,3/12/20,0,0,0,46222,0,0,0
Mifflin,3/13/20,0,0,0,46222,0,0,0
Mifflin,3/14/20,0,0,0,46222,0,0,0
Mifflin,3/15/20,0,0,0,46222,0,0,0
Mifflin,3/16/20,0,0,0,46222,0,0,0
Mifflin,3/17/20,0,0,0,46222,0,0,0
Mifflin,3/18/20,0,0,0,46222,0,0,0
Mifflin,3/19/20,0,0,0,46222,0,0,0
Mifflin,3/20/20,0,0,0,46222,0,0,0
Mifflin,3/21/20,0,0,0,46222,0,0,0
Mifflin,3/22/20,0,0,0,46222,0,0,0
Mifflin,3/23/20,0,0,0,46222,0,0,0
Mifflin,3/24/20,0,0,0,46222,0,0,0
Mifflin,3/25/20,0,0,0,46222,0,0,0
Mifflin,3/26/20,0,0,0,46222,0,0,0
Mifflin,3/27/20,0,0,0,46222,0,0,0
Mifflin,3/28/20,0,0,0,46222,0,0,0
Mifflin,3/29/20,1,0.1,1,46222,2.2,0.3,2.2
Mifflin,3/30/20,0,0.1,1,46222,0,0.3,2.2
Mifflin,3/31/20,0,0.1,1,46222,0,0.3,2.2
Mifflin,4/1/20,0,0.1,1,46222,0,0.3,2.2
Mifflin,4/2/20,1,0.3,2,46222,2.2,0.6,4.3
Mifflin,4/3/20,2,0.6,4,46222,4.3,1.2,8.7
Mifflin,4/4/20,1,0.7,5,46222,2.2,1.5,10.8
Mifflin,4/5/20,0,0.6,5,46222,0,1.2,10.8
Mifflin,4/6/20,1,0.7,6,46222,2.2,1.5,13
Mifflin,4/7/20,3,1.1,9,46222,6.5,2.5,19.5
Mifflin,4/8/20,0,1.1,9,46222,0,2.5,19.5
Mifflin,4/9/20,0,1,9,46222,0,2.2,19.5
Mifflin,4/10/20,1,0.9,10,46222,2.2,1.9,21.6
Mifflin,4/11/20,1,0.9,11,46222,2.2,1.9,23.8
Mifflin,4/12/20,3,1.3,14,46222,6.5,2.8,30.3
Mifflin,4/13/20,0,1.1,14,46222,0,2.5,30.3
Mifflin,4/14/20,0,0.7,14,46222,0,1.5,30.3
Mifflin,4/15/20,1,0.9,15,46222,2.2,1.9,32.5
Mifflin,4/16/20,3,1.3,18,46222,6.5,2.8,38.9
Mifflin,4/17/20,2,1.4,20,46222,4.3,3.1,43.3
Mifflin,4/18/20,1,1.4,21,46222,2.2,3.1,45.4
Mifflin,4/19/20,0,1,21,46222,0,2.2,45.4
Mifflin,4/20/20,1,1.1,22,46222,2.2,2.5,47.6
Mifflin,4/21/20,1,1.3,23,46222,2.2,2.8,49.8
Mifflin,4/22/20,2,1.4,25,46222,4.3,3.1,54.1
Mifflin,4/23/20,2,1.3,27,46222,4.3,2.8,58.4
Mifflin,4/24/20,1,1.1,28,46222,2.2,2.5,60.6
Mifflin,4/25/20,1,1.1,29,46222,2.2,2.5,62.7
Mifflin,4/26/20,2,1.4,31,46222,4.3,3.1,67.1
Mifflin,4/27/20,4,1.9,35,46222,8.7,4,75.7
Mifflin,4/28/20,2,2,37,46222,4.3,4.3,80
Mifflin,4/29/20,1,1.9,38,46222,2.2,4,82.2
Mifflin,4/30/20,0,1.6,38,46222,0,3.4,82.2
Mifflin,5/1/20,3,1.9,41,46222,6.5,4,88.7
Mifflin,5/2/20,1,1.9,42,46222,2.2,4,90.9
Mifflin,5/3/20,0,1.6,42,46222,0,3.4,90.9
Mifflin,5/4/20,4,1.6,46,46222,8.7,3.4,99.5
Mifflin,5/5/20,2,1.6,48,46222,4.3,3.4,103.8
Mifflin,5/6/20,3,1.9,51,46222,6.5,4,110.3
Mifflin,5/7/20,2,2.1,53,46222,4.3,4.6,114.7
Mifflin,5/8/20,0,1.7,53,46222,0,3.7,114.7
Mifflin,5/9/20,1,1.7,54,46222,2.2,3.7,116.8
Mifflin,5/10/20,0,1.7,54,46222,0,3.7,116.8
Mifflin,5/11/20,0,1.1,54,46222,0,2.5,116.8
Mifflin,5/12/20,1,1,55,46222,2.2,2.2,119
Mifflin,5/13/20,1,0.7,56,46222,2.2,1.5,121.2
Mifflin,5/14/20,1,0.6,57,46222,2.2,1.2,123.3
Mifflin,5/15/20,1,0.7,58,46222,2.2,1.5,125.5
Mifflin,5/16/20,0,0.6,58,46222,0,1.2,125.5
Mifflin,5/17/20,0,0.6,58,46222,0,1.2,125.5
Mifflin,5/18/20,0,0.6,58,46222,0,1.2,125.5
Mifflin,5/19/20,1,0.6,59,46222,2.2,1.2,127.6
Mifflin,5/20/20,0,0.4,59,46222,0,0.9,127.6
Mifflin,5/21/20,0,0.3,59,46222,0,0.6,127.6
Mifflin,5/22/20,0,0.1,59,46222,0,0.3,127.6
Mifflin,5/23/20,1,0.3,60,46222,2.2,0.6,129.8
Mifflin,5/24/20,0,0.3,60,46222,0,0.6,129.8
Mifflin,5/25/20,0,0.3,60,46222,0,0.6,129.8
Mifflin,5/26/20,0,0.1,60,46222,0,0.3,129.8
Mifflin,5/27/20,0,0.1,60,46222,0,0.3,129.8
Mifflin,5/28/20,0,0.1,60,46222,0,0.3,129.8
Mifflin,5/29/20,1,0.3,61,46222,2.2,0.6,132
Mifflin,5/30/20,0,0.1,61,46222,0,0.3,132
Mifflin,5/31/20,0,0.1,61,46222,0,0.3,132
Mifflin,6/1/20,0,0.1,61,46222,0,0.3,132
Mifflin,6/2/20,0,0.1,61,46222,0,0.3,132
Mifflin,6/3/20,0,0.1,61,46222,0,0.3,132
Mifflin,6/4/20,0,0.1,61,46222,0,0.3,132
Mifflin,6/5/20,0,0,61,46222,0,0,132
Mifflin,6/6/20,0,0,61,46222,0,0,132
Mifflin,6/7/20,0,0,61,46222,0,0,132
Mifflin,6/8/20,0,0,61,46222,0,0,132
Mifflin,6/9/20,0,0,61,46222,0,0,132
Mifflin,6/10/20,0,0,61,46222,0,0,132
Mifflin,6/11/20,0,0,61,46222,0,0,132
Mifflin,6/12/20,0,0,61,46222,0,0,132
Mifflin,6/13/20,0,0,61,46222,0,0,132
Mifflin,6/14/20,0,0,61,46222,0,0,132
Mifflin,6/15/20,1,0.1,62,46222,2.2,0.3,134.1
Mifflin,6/16/20,0,0.1,62,46222,0,0.3,134.1
Mifflin,6/17/20,0,0.1,62,46222,0,0.3,134.1
Mifflin,6/18/20,1,0.3,63,46222,2.2,0.6,136.3
Mifflin,6/19/20,1,0.4,64,46222,2.2,0.9,138.5
Mifflin,6/20/20,0,0.4,64,46222,0,0.9,138.5
Mifflin,6/21/20,0,0.4,64,46222,0,0.9,138.5
Mifflin,6/22/20,0,0.3,64,46222,0,0.6,138.5
Mifflin,6/23/20,0,0.3,64,46222,0,0.6,138.5
Mifflin,6/24/20,0,0.3,64,46222,0,0.6,138.5
Mifflin,6/25/20,1,0.3,65,46222,2.2,0.6,140.6
Mifflin,6/26/20,0,0.1,65,46222,0,0.3,140.6
Mifflin,6/27/20,0,0.1,65,46222,0,0.3,140.6
Mifflin,6/28/20,2,0.4,67,46222,4.3,0.9,145
Mifflin,6/29/20,0,0.4,67,46222,0,0.9,145
Mifflin,6/30/20,0,0.4,67,46222,0,0.9,145
Mifflin,7/1/20,0,0.4,67,46222,0,0.9,145
Mifflin,7/2/20,0,0.3,67,46222,0,0.6,145
Mifflin,7/3/20,0,0.3,67,46222,0,0.6,145
Mifflin,7/4/20,0,0.3,67,46222,0,0.6,145
Mifflin,7/5/20,0,0,67,46222,0,0,145
Mifflin,7/6/20,0,0,67,46222,0,0,145
Mifflin,7/7/20,2,0.3,69,46222,4.3,0.6,149.3
Mifflin,7/8/20,1,0.4,70,46222,2.2,0.9,151.4
Mifflin,7/9/20,1,0.6,71,46222,2.2,1.2,153.6
Mifflin,7/10/20,0,0.6,71,46222,0,1.2,153.6
Mifflin,7/11/20,4,1.1,75,46222,8.7,2.5,162.3
Mifflin,7/12/20,0,1.1,75,46222,0,2.5,162.3
Mifflin,7/13/20,0,1.1,75,46222,0,2.5,162.3
Mifflin,7/14/20,0,0.9,75,46222,0,1.9,162.3
Mifflin,7/15/20,1,0.9,76,46222,2.2,1.9,164.4
Mifflin,7/16/20,0,0.7,76,46222,0,1.5,164.4
Mifflin,7/17/20,0,0.7,76,46222,0,1.5,164.4
Mifflin,7/18/20,2,0.4,78,46222,4.3,0.9,168.8
Mifflin,7/19/20,4,1,82,46222,8.7,2.2,177.4
Mifflin,7/20/20,0,1,82,46222,0,2.2,177.4
Mifflin,7/21/20,0,1,82,46222,0,2.2,177.4
Mifflin,7/22/20,1,1,83,46222,2.2,2.2,179.6
Mifflin,7/23/20,3,1.4,86,46222,6.5,3.1,186.1
Mifflin,7/24/20,0,1.4,86,46222,0,3.1,186.1
Mifflin,7/25/20,4,1.7,90,46222,8.7,3.7,194.7
Mifflin,7/26/20,0,1.1,90,46222,0,2.5,194.7
Mifflin,7/27/20,3,1.6,93,46222,6.5,3.4,201.2
Mifflin,7/28/20,0,1.6,93,46222,0,3.4,201.2
Mifflin,7/29/20,4,2,97,46222,8.7,4.3,209.9
Mifflin,7/30/20,2,1.9,99,46222,4.3,4,214.2
Mifflin,7/31/20,3,2.3,102,46222,6.5,4.9,220.7
Mifflin,8/1/20,2,2,104,46222,4.3,4.3,225
Mifflin,8/2/20,2,2.3,106,46222,4.3,4.9,229.3
Mifflin,8/3/20,0,1.9,106,46222,0,4,229.3
Mifflin,8/4/20,5,2.6,111,46222,10.8,5.6,240.1
Mifflin,8/5/20,0,2,111,46222,0,4.3,240.1
Mifflin,8/6/20,0,1.7,111,46222,0,3.7,240.1
Mifflin,8/7/20,3,1.7,114,46222,6.5,3.7,246.6
Mifflin,8/8/20,1,1.6,115,46222,2.2,3.4,248.8
Mifflin,8/9/20,0,1.3,115,46222,0,2.8,248.8
Mifflin,8/10/20,1,1.4,116,46222,2.2,3.1,251
Mifflin,8/11/20,0,0.7,116,46222,0,1.5,251
Mifflin,8/12/20,4,1.3,120,46222,8.7,2.8,259.6
Mifflin,8/13/20,0,1.3,120,46222,0,2.8,259.6
Mifflin,8/14/20,1,1,121,46222,2.2,2.2,261.8
Mifflin,8/15/20,1,1,122,46222,2.2,2.2,263.9
Mifflin,8/16/20,4,1.6,126,46222,8.7,3.4,272.6
Mifflin,8/17/20,4,2,130,46222,8.7,4.3,281.3
Mifflin,8/18/20,1,2.1,131,46222,2.2,4.6,283.4
Mifflin,8/19/20,0,1.6,131,46222,0,3.4,283.4
Mifflin,8/20/20,1,1.7,132,46222,2.2,3.7,285.6
Mifflin,8/21/20,1,1.7,133,46222,2.2,3.7,287.7
Mifflin,8/22/20,1,1.7,134,46222,2.2,3.7,289.9
Mifflin,8/23/20,5,1.9,139,46222,10.8,4,300.7
Mifflin,8/24/20,4,1.9,143,46222,8.7,4,309.4
Mifflin,8/25/20,3,2.1,146,46222,6.5,4.6,315.9
Mifflin,8/26/20,2,2.4,148,46222,4.3,5.3,320.2
Mifflin,8/27/20,1,2.4,149,46222,2.2,5.3,322.4
Mifflin,8/28/20,2,2.6,151,46222,4.3,5.6,326.7
Mifflin,8/29/20,1,2.6,152,46222,2.2,5.6,328.8
Mifflin,8/30/20,5,2.6,157,46222,10.8,5.6,339.7
Mifflin,8/31/20,0,2,157,46222,0,4.3,339.7
Mifflin,9/1/20,1,1.7,158,46222,2.2,3.7,341.8
Mifflin,9/2/20,3,1.9,161,46222,6.5,4,348.3
Mifflin,9/3/20,2,2,163,46222,4.3,4.3,352.6
Mifflin,9/4/20,1,1.9,164,46222,2.2,4,354.8
Mifflin,9/5/20,4,2.3,168,46222,8.7,4.9,363.5
Mifflin,9/6/20,0,1.6,168,46222,0,3.4,363.5
Mifflin,9/7/20,0,1.6,168,46222,0,3.4,363.5
Mifflin,9/8/20,0,1.4,168,46222,0,3.1,363.5
Mifflin,9/9/20,0,1,168,46222,0,2.2,363.5
Mifflin,9/10/20,4,1.3,172,46222,8.7,2.8,372.1
Mifflin,9/11/20,2,1.4,174,46222,4.3,3.1,376.4
Mifflin,9/12/20,0,0.9,174,46222,0,1.9,376.4
Mifflin,9/13/20,0,0.9,174,46222,0,1.9,376.4
Mifflin,9/14/20,2,1.1,176,46222,4.3,2.5,380.8
Mifflin,9/15/20,2,1.4,178,46222,4.3,3.1,385.1
Mifflin,9/16/20,2,1.7,180,46222,4.3,3.7,389.4
Mifflin,9/17/20,1,1.3,181,46222,2.2,2.8,391.6
Mifflin,9/18/20,0,1,181,46222,0,2.2,391.6
Mifflin,9/19/20,2,1.3,183,46222,4.3,2.8,395.9
Mifflin,9/20/20,1,1.4,184,46222,2.2,3.1,398.1
Mifflin,9/21/20,0,1.1,184,46222,0,2.5,398.1
Mifflin,9/22/20,2,1.1,186,46222,4.3,2.5,402.4
Mifflin,9/23/20,2,1.1,188,46222,4.3,2.5,406.7
Mifflin,9/24/20,4,1.6,192,46222,8.7,3.4,415.4
Mifflin,9/25/20,2,1.9,194,46222,4.3,4,419.7
Mifflin,9/26/20,0,1.6,194,46222,0,3.4,419.7
Mifflin,9/27/20,6,2.3,200,46222,13,4.9,432.7
Mifflin,9/28/20,0,2.3,200,46222,0,4.9,432.7
Mifflin,9/29/20,1,2.1,201,46222,2.2,4.6,434.9
Mifflin,9/30/20,2,2.1,203,46222,4.3,4.6,439.2
Mifflin,10/1/20,1,1.7,204,46222,2.2,3.7,441.3
Mifflin,10/2/20,4,2,208,46222,8.7,4.3,450
Mifflin,10/3/20,1,2.1,209,46222,2.2,4.6,452.2
Mifflin,10/4/20,2,1.6,211,46222,4.3,3.4,456.5
Mifflin,10/5/20,3,2,214,46222,6.5,4.3,463
Mifflin,10/6/20,0,1.9,214,46222,0,4,463
Mifflin,10/7/20,11,3.1,225,46222,23.8,6.8,486.8
Mifflin,10/8/20,4,3.6,229,46222,8.7,7.7,495.4
Mifflin,10/9/20,1,3.1,230,46222,2.2,6.8,497.6
Mifflin,10/10/20,0,3,230,46222,0,6.5,497.6
Mifflin,10/11/20,16,5,246,46222,34.6,10.8,532.2
Mifflin,10/12/20,2,4.9,248,46222,4.3,10.5,536.5
