Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Adams,3/1/20,0,,0,102811,0,,0
Adams,3/2/20,0,,0,102811,0,,0
Adams,3/3/20,0,,0,102811,0,,0
Adams,3/4/20,0,,0,102811,0,,0
Adams,3/5/20,0,,0,102811,0,,0
Adams,3/6/20,0,,0,102811,0,,0
Adams,3/7/20,0,,0,102811,0,,0
Adams,3/8/20,0,0,0,102811,0,0,0
Adams,3/9/20,0,0,0,102811,0,0,0
Adams,3/10/20,0,0,0,102811,0,0,0
Adams,3/11/20,0,0,0,102811,0,0,0
Adams,3/12/20,0,0,0,102811,0,0,0
Adams,3/13/20,0,0,0,102811,0,0,0
Adams,3/14/20,0,0,0,102811,0,0,0
Adams,3/15/20,0,0,0,102811,0,0,0
Adams,3/16/20,0,0,0,102811,0,0,0
Adams,3/17/20,0,0,0,102811,0,0,0
Adams,3/18/20,1,0.1,1,102811,1,0.1,1
Adams,3/19/20,3,0.6,4,102811,2.9,0.6,3.9
Adams,3/20/20,0,0.6,4,102811,0,0.6,3.9
Adams,3/21/20,2,0.9,6,102811,1.9,0.8,5.8
Adams,3/22/20,1,1,7,102811,1,1,6.8
Adams,3/23/20,0,1,7,102811,0,1,6.8
Adams,3/24/20,0,1,7,102811,0,1,6.8
Adams,3/25/20,0,0.9,7,102811,0,0.8,6.8
Adams,3/26/20,1,0.6,8,102811,1,0.6,7.8
Adams,3/27/20,1,0.7,9,102811,1,0.7,8.8
Adams,3/28/20,0,0.4,9,102811,0,0.4,8.8
Adams,3/29/20,0,0.3,9,102811,0,0.3,8.8
Adams,3/30/20,1,0.4,10,102811,1,0.4,9.7
Adams,3/31/20,4,1,14,102811,3.9,1,13.6
Adams,4/1/20,5,1.7,19,102811,4.9,1.7,18.5
Adams,4/2/20,3,2,22,102811,2.9,1.9,21.4
Adams,4/3/20,4,2.4,26,102811,3.9,2.4,25.3
Adams,4/4/20,2,2.7,28,102811,1.9,2.6,27.2
Adams,4/5/20,4,3.3,32,102811,3.9,3.2,31.1
Adams,4/6/20,3,3.6,35,102811,2.9,3.5,34
Adams,4/7/20,5,3.7,40,102811,4.9,3.6,38.9
Adams,4/8/20,7,4,47,102811,6.8,3.9,45.7
Adams,4/9/20,5,4.3,52,102811,4.9,4.2,50.6
Adams,4/10/20,1,3.9,53,102811,1,3.8,51.6
Adams,4/11/20,3,4,56,102811,2.9,3.9,54.5
Adams,4/12/20,8,4.6,64,102811,7.8,4.4,62.3
Adams,4/13/20,7,5.1,71,102811,6.8,5,69.1
Adams,4/14/20,1,4.6,72,102811,1,4.4,70
Adams,4/15/20,3,4,75,102811,2.9,3.9,72.9
Adams,4/16/20,5,4,80,102811,4.9,3.9,77.8
Adams,4/17/20,4,4.4,84,102811,3.9,4.3,81.7
Adams,4/18/20,4,4.6,88,102811,3.9,4.4,85.6
Adams,4/19/20,6,4.3,94,102811,5.8,4.2,91.4
Adams,4/20/20,5,4,99,102811,4.9,3.9,96.3
Adams,4/21/20,2,4.1,101,102811,1.9,4,98.2
Adams,4/22/20,5,4.4,106,102811,4.9,4.3,103.1
Adams,4/23/20,13,5.6,119,102811,12.6,5.4,115.7
Adams,4/24/20,4,5.6,123,102811,3.9,5.4,119.6
Adams,4/25/20,4,5.6,127,102811,3.9,5.4,123.5
Adams,4/26/20,5,5.4,132,102811,4.9,5.3,128.4
Adams,4/27/20,3,5.1,135,102811,2.9,5,131.3
Adams,4/28/20,4,5.4,139,102811,3.9,5.3,135.2
Adams,4/29/20,5,5.4,144,102811,4.9,5.3,140.1
Adams,4/30/20,3,4,147,102811,2.9,3.9,143
Adams,5/1/20,2,3.7,149,102811,1.9,3.6,144.9
Adams,5/2/20,4,3.7,153,102811,3.9,3.6,148.8
Adams,5/3/20,2,3.3,155,102811,1.9,3.2,150.8
Adams,5/4/20,0,2.9,155,102811,0,2.8,150.8
Adams,5/5/20,1,2.4,156,102811,1,2.4,151.7
Adams,5/6/20,1,1.9,157,102811,1,1.8,152.7
Adams,5/7/20,3,1.9,160,102811,2.9,1.8,155.6
Adams,5/8/20,2,1.9,162,102811,1.9,1.8,157.6
Adams,5/9/20,3,1.7,165,102811,2.9,1.7,160.5
Adams,5/10/20,7,2.4,172,102811,6.8,2.4,167.3
Adams,5/11/20,0,2.4,172,102811,0,2.4,167.3
Adams,5/12/20,2,2.6,174,102811,1.9,2.5,169.2
Adams,5/13/20,5,3.1,179,102811,4.9,3.1,174.1
Adams,5/14/20,9,4,188,102811,8.8,3.9,182.9
Adams,5/15/20,1,3.9,189,102811,1,3.8,183.8
Adams,5/16/20,5,4.1,194,102811,4.9,4,188.7
Adams,5/17/20,4,3.7,198,102811,3.9,3.6,192.6
Adams,5/18/20,0,3.7,198,102811,0,3.6,192.6
Adams,5/19/20,2,3.7,200,102811,1.9,3.6,194.5
Adams,5/20/20,7,4,207,102811,6.8,3.9,201.3
Adams,5/21/20,11,4.3,218,102811,10.7,4.2,212
Adams,5/22/20,6,5,224,102811,5.8,4.9,217.9
Adams,5/23/20,4,4.9,228,102811,3.9,4.7,221.8
Adams,5/24/20,2,4.6,230,102811,1.9,4.4,223.7
Adams,5/25/20,6,5.4,236,102811,5.8,5.3,229.5
Adams,5/26/20,2,5.4,238,102811,1.9,5.3,231.5
Adams,5/27/20,4,5,242,102811,3.9,4.9,235.4
Adams,5/28/20,0,3.4,242,102811,0,3.3,235.4
Adams,5/29/20,5,3.3,247,102811,4.9,3.2,240.2
Adams,5/30/20,5,3.4,252,102811,4.9,3.3,245.1
Adams,5/31/20,0,3.1,252,102811,0,3.1,245.1
Adams,6/1/20,5,3,257,102811,4.9,2.9,250
Adams,6/2/20,5,3.4,262,102811,4.9,3.3,254.8
Adams,6/3/20,3,3.3,265,102811,2.9,3.2,257.8
Adams,6/4/20,1,3.4,266,102811,1,3.3,258.7
Adams,6/5/20,5,3.4,271,102811,4.9,3.3,263.6
Adams,6/6/20,2,3,273,102811,1.9,2.9,265.5
Adams,6/7/20,1,3.1,274,102811,1,3.1,266.5
Adams,6/8/20,3,2.9,277,102811,2.9,2.8,269.4
Adams,6/9/20,0,2.1,277,102811,0,2.1,269.4
Adams,6/10/20,3,2.1,280,102811,2.9,2.1,272.3
Adams,6/11/20,4,2.6,284,102811,3.9,2.5,276.2
Adams,6/12/20,5,2.6,289,102811,4.9,2.5,281.1
Adams,6/13/20,0,2.3,289,102811,0,2.2,281.1
Adams,6/14/20,8,3.3,297,102811,7.8,3.2,288.9
Adams,6/15/20,1,3,298,102811,1,2.9,289.9
Adams,6/16/20,2,3.3,300,102811,1.9,3.2,291.8
Adams,6/17/20,3,3.3,303,102811,2.9,3.2,294.7
Adams,6/18/20,4,3.3,307,102811,3.9,3.2,298.6
Adams,6/19/20,0,2.6,307,102811,0,2.5,298.6
Adams,6/20/20,4,3.1,311,102811,3.9,3.1,302.5
Adams,6/21/20,1,2.1,312,102811,1,2.1,303.5
Adams,6/22/20,3,2.4,315,102811,2.9,2.4,306.4
Adams,6/23/20,4,2.7,319,102811,3.9,2.6,310.3
Adams,6/24/20,5,3,324,102811,4.9,2.9,315.1
Adams,6/25/20,1,2.6,325,102811,1,2.5,316.1
Adams,6/26/20,1,2.7,326,102811,1,2.6,317.1
Adams,6/27/20,1,2.3,327,102811,1,2.2,318.1
Adams,6/28/20,2,2.4,329,102811,1.9,2.4,320
Adams,6/29/20,3,2.4,332,102811,2.9,2.4,322.9
Adams,6/30/20,4,2.4,336,102811,3.9,2.4,326.8
Adams,7/1/20,1,1.9,337,102811,1,1.8,327.8
Adams,7/2/20,2,2,339,102811,1.9,1.9,329.7
Adams,7/3/20,8,3,347,102811,7.8,2.9,337.5
Adams,7/4/20,2,3.1,349,102811,1.9,3.1,339.5
Adams,7/5/20,0,2.9,349,102811,0,2.8,339.5
Adams,7/6/20,0,2.4,349,102811,0,2.4,339.5
Adams,7/7/20,1,2,350,102811,1,1.9,340.4
Adams,7/8/20,3,2.3,353,102811,2.9,2.2,343.3
Adams,7/9/20,6,2.9,359,102811,5.8,2.8,349.2
Adams,7/10/20,2,2,361,102811,1.9,1.9,351.1
Adams,7/11/20,8,2.9,369,102811,7.8,2.8,358.9
Adams,7/12/20,5,3.6,374,102811,4.9,3.5,363.8
Adams,7/13/20,7,4.6,381,102811,6.8,4.4,370.6
Adams,7/14/20,0,4.4,381,102811,0,4.3,370.6
Adams,7/15/20,7,5,388,102811,6.8,4.9,377.4
Adams,7/16/20,1,4.3,389,102811,1,4.2,378.4
Adams,7/17/20,3,4.4,392,102811,2.9,4.3,381.3
Adams,7/18/20,2,3.6,394,102811,1.9,3.5,383.2
Adams,7/19/20,6,3.7,400,102811,5.8,3.6,389.1
Adams,7/20/20,2,3,402,102811,1.9,2.9,391
Adams,7/21/20,6,3.9,408,102811,5.8,3.8,396.8
Adams,7/22/20,10,4.3,418,102811,9.7,4.2,406.6
Adams,7/23/20,3,4.6,421,102811,2.9,4.4,409.5
Adams,7/24/20,1,4.3,422,102811,1,4.2,410.5
Adams,7/25/20,9,5.3,431,102811,8.8,5.1,419.2
Adams,7/26/20,0,4.4,431,102811,0,4.3,419.2
Adams,7/27/20,4,4.7,435,102811,3.9,4.6,423.1
Adams,7/28/20,5,4.6,440,102811,4.9,4.4,428
Adams,7/29/20,12,4.9,452,102811,11.7,4.7,439.6
Adams,7/30/20,14,6.4,466,102811,13.6,6.3,453.3
Adams,7/31/20,6,7.1,472,102811,5.8,6.9,459.1
Adams,8/1/20,1,6,473,102811,1,5.8,460.1
Adams,8/2/20,6,6.9,479,102811,5.8,6.7,465.9
Adams,8/3/20,3,6.7,482,102811,2.9,6.5,468.8
Adams,8/4/20,2,6.3,484,102811,1.9,6.1,470.8
Adams,8/5/20,3,5,487,102811,2.9,4.9,473.7
Adams,8/6/20,2,3.3,489,102811,1.9,3.2,475.6
Adams,8/7/20,8,3.6,497,102811,7.8,3.5,483.4
Adams,8/8/20,1,3.6,498,102811,1,3.5,484.4
Adams,8/9/20,6,3.6,504,102811,5.8,3.5,490.2
Adams,8/10/20,0,3.1,504,102811,0,3.1,490.2
Adams,8/11/20,0,2.9,504,102811,0,2.8,490.2
Adams,8/12/20,6,3.3,510,102811,5.8,3.2,496.1
Adams,8/13/20,3,3.4,513,102811,2.9,3.3,499
Adams,8/14/20,2,2.6,515,102811,1.9,2.5,500.9
Adams,8/15/20,6,3.3,521,102811,5.8,3.2,506.8
Adams,8/16/20,5,3.1,526,102811,4.9,3.1,511.6
Adams,8/17/20,7,4.1,533,102811,6.8,4,518.4
Adams,8/18/20,4,4.7,537,102811,3.9,4.6,522.3
Adams,8/19/20,13,5.7,550,102811,12.6,5.6,535
Adams,8/20/20,6,6.1,556,102811,5.8,6,540.8
Adams,8/21/20,2,6.1,558,102811,1.9,6,542.7
Adams,8/22/20,3,5.7,561,102811,2.9,5.6,545.7
Adams,8/23/20,10,6.4,571,102811,9.7,6.3,555.4
Adams,8/24/20,2,5.7,573,102811,1.9,5.6,557.3
Adams,8/25/20,4,5.7,577,102811,3.9,5.6,561.2
Adams,8/26/20,5,4.6,582,102811,4.9,4.4,566.1
Adams,8/27/20,3,4.1,585,102811,2.9,4,569
Adams,8/28/20,5,4.6,590,102811,4.9,4.4,573.9
Adams,8/29/20,2,4.4,592,102811,1.9,4.3,575.8
Adams,8/30/20,8,4.1,600,102811,7.8,4,583.6
Adams,8/31/20,1,4,601,102811,1,3.9,584.6
Adams,9/1/20,5,4.1,606,102811,4.9,4,589.4
Adams,9/2/20,7,4.4,613,102811,6.8,4.3,596.2
Adams,9/3/20,7,5,620,102811,6.8,4.9,603
Adams,9/4/20,2,4.6,622,102811,1.9,4.4,605
Adams,9/5/20,2,4.6,624,102811,1.9,4.4,606.9
Adams,9/6/20,2,3.7,626,102811,1.9,3.6,608.9
Adams,9/7/20,21,6.6,647,102811,20.4,6.4,629.3
Adams,9/8/20,8,7,655,102811,7.8,6.8,637.1
Adams,9/9/20,6,6.9,661,102811,5.8,6.7,642.9
Adams,9/10/20,18,8.4,679,102811,17.5,8.2,660.4
Adams,9/11/20,5,8.9,684,102811,4.9,8.6,665.3
Adams,9/12/20,0,8.6,684,102811,0,8.3,665.3
Adams,9/13/20,4,8.9,688,102811,3.9,8.6,669.2
Adams,9/14/20,9,7.1,697,102811,8.8,6.9,677.9
Adams,9/15/20,4,6.6,701,102811,3.9,6.4,681.8
Adams,9/16/20,15,7.9,716,102811,14.6,7.6,696.4
Adams,9/17/20,12,7,728,102811,11.7,6.8,708.1
Adams,9/18/20,3,6.7,731,102811,2.9,6.5,711
Adams,9/19/20,0,6.7,731,102811,0,6.5,711
Adams,9/20/20,6,7,737,102811,5.8,6.8,716.8
Adams,9/21/20,5,6.4,742,102811,4.9,6.3,721.7
Adams,9/22/20,3,6.3,745,102811,2.9,6.1,724.6
Adams,9/23/20,4,4.7,749,102811,3.9,4.6,728.5
Adams,9/24/20,1,3.1,750,102811,1,3.1,729.5
Adams,9/25/20,2,3,752,102811,1.9,2.9,731.4
Adams,9/26/20,2,3.3,754,102811,1.9,3.2,733.4
Adams,9/27/20,13,4.3,767,102811,12.6,4.2,746
Adams,9/28/20,0,3.6,767,102811,0,3.5,746
Adams,9/29/20,5,3.9,772,102811,4.9,3.8,750.9
Adams,9/30/20,6,4.1,778,102811,5.8,4,756.7
Adams,10/1/20,4,4.6,782,102811,3.9,4.4,760.6
Adams,10/2/20,2,4.6,784,102811,1.9,4.4,762.6
Adams,10/3/20,2,4.6,786,102811,1.9,4.4,764.5
Adams,10/4/20,3,3.1,789,102811,2.9,3.1,767.4
Adams,10/5/20,4,3.7,793,102811,3.9,3.6,771.3
Adams,10/6/20,17,5.4,810,102811,16.5,5.3,787.9
Adams,10/7/20,1,4.7,811,102811,1,4.6,788.8
Adams,10/8/20,1,4.3,812,102811,1,4.2,789.8
Adams,10/9/20,3,4.4,815,102811,2.9,4.3,792.7
Adams,10/10/20,2,4.4,817,102811,1.9,4.3,794.7
Adams,10/11/20,0,4,817,102811,0,3.9,794.7
Adams,10/12/20,0,3.4,817,102811,0,3.3,794.7
Adams,10/13/20,10,2.4,827,102811,9.7,2.4,804.4
Adams,10/14/20,2,2.6,829,102811,1.9,2.5,806.3
Adams,10/15/20,0,2.4,829,102811,0,2.4,806.3
Adams,10/16/20,3,2.4,832,102811,2.9,2.4,809.3
Adams,10/17/20,27,6,859,102811,26.3,5.8,835.5
Adams,10/18/20,23,9.3,882,102811,22.4,9,857.9
Adams,10/19/20,15,11.4,897,102811,14.6,11.1,872.5
Adams,10/20/20,4,10.6,901,102811,3.9,10.3,876.4
Adams,10/21/20,8,11.4,909,102811,7.8,11.1,884.1
Adams,10/22/20,49,18.4,958,102811,47.7,17.9,931.8
Adams,10/23/20,21,21,979,102811,20.4,20.4,952.2
Adams,10/24/20,20,20,999,102811,19.5,19.5,971.7
Adams,10/25/20,13,18.6,1012,102811,12.6,18.1,984.3
Adams,10/26/20,30,20.7,1042,102811,29.2,20.1,1013.5
Adams,10/27/20,12,21.9,1054,102811,11.7,21.3,1025.2
Adams,10/28/20,17,23.1,1071,102811,16.5,22.5,1041.7
Adams,10/29/20,13,18,1084,102811,12.6,17.5,1054.4
Adams,10/30/20,17,17.4,1101,102811,16.5,17,1070.9
Adams,10/31/20,35,19.6,1136,102811,34,19,1104.9
Adams,11/1/20,12,19.4,1148,102811,11.7,18.9,1116.6
Adams,11/2/20,38,20.6,1186,102811,37,20,1153.6
Adams,11/3/20,6,19.7,1192,102811,5.8,19.2,1159.4
Adams,11/4/20,15,19.4,1207,102811,14.6,18.9,1174
Adams,11/5/20,34,22.4,1241,102811,33.1,21.8,1207.1
Adams,11/6/20,30,24.3,1271,102811,29.2,23.6,1236.2
Adams,11/7/20,30,23.6,1301,102811,29.2,22.9,1265.4
Adams,11/8/20,17,24.3,1318,102811,16.5,23.6,1282
Adams,11/9/20,52,26.3,1370,102811,50.6,25.6,1332.5
Adams,11/10/20,35,30.4,1405,102811,34,29.6,1366.6
Adams,11/11/20,20,31.1,1425,102811,19.5,30.3,1386
Adams,11/12/20,32,30.9,1457,102811,31.1,30,1417.2
Adams,11/13/20,20,29.4,1477,102811,19.5,28.6,1436.6
Adams,11/14/20,5,25.9,1482,102811,4.9,25.2,1441.5
Adams,11/15/20,29,27.6,1511,102811,28.2,26.8,1469.7
Adams,11/16/20,33,24.9,1544,102811,32.1,24.2,1501.8
Adams,11/17/20,40,25.6,1584,102811,38.9,24.9,1540.7
Adams,11/18/20,34,27.6,1618,102811,33.1,26.8,1573.8
Adams,11/19/20,26,26.7,1644,102811,25.3,26,1599.1
Adams,11/20/20,43,30,1687,102811,41.8,29.2,1640.9
Adams,11/21/20,70,39.3,1757,102811,68.1,38.2,1709
Adams,11/22/20,7,36.1,1764,102811,6.8,35.2,1715.8
Adams,11/23/20,37,36.7,1801,102811,36,35.7,1751.8
Adams,11/24/20,29,35.1,1830,102811,28.2,34.2,1780
Adams,11/25/20,45,36.7,1875,102811,43.8,35.7,1823.7
Adams,11/26/20,34,37.9,1909,102811,33.1,36.8,1856.8
Adams,11/27/20,63,40.7,1972,102811,61.3,39.6,1918.1
Adams,11/28/20,29,34.9,2001,102811,28.2,33.9,1946.3
Adams,11/29/20,27,37.7,2028,102811,26.3,36.7,1972.6
Allegheny,3/1/20,0,,0,1218452,0,,0
Allegheny,3/2/20,0,,0,1218452,0,,0
Allegheny,3/3/20,0,,0,1218452,0,,0
Allegheny,3/4/20,0,,0,1218452,0,,0
Allegheny,3/5/20,0,,0,1218452,0,,0
Allegheny,3/6/20,0,,0,1218452,0,,0
Allegheny,3/7/20,0,,0,1218452,0,,0
Allegheny,3/8/20,0,0,0,1218452,0,0,0
Allegheny,3/9/20,0,0,0,1218452,0,0,0
Allegheny,3/10/20,0,0,0,1218452,0,0,0
Allegheny,3/11/20,0,0,0,1218452,0,0,0
Allegheny,3/12/20,0,0,0,1218452,0,0,0
Allegheny,3/13/20,0,0,0,1218452,0,0,0
Allegheny,3/14/20,3,0.4,3,1218452,0.2,0,0.2
Allegheny,3/15/20,0,0.4,3,1218452,0,0,0.2
Allegheny,3/16/20,2,0.7,5,1218452,0.2,0.1,0.4
Allegheny,3/17/20,6,1.6,11,1218452,0.5,0.1,0.9
Allegheny,3/18/20,5,2.3,16,1218452,0.4,0.2,1.3
Allegheny,3/19/20,13,4.1,29,1218452,1.1,0.3,2.4
Allegheny,3/20/20,4,4.7,33,1218452,0.3,0.4,2.7
Allegheny,3/21/20,9,5.6,42,1218452,0.7,0.5,3.4
Allegheny,3/22/20,10,7,52,1218452,0.8,0.6,4.3
Allegheny,3/23/20,10,8.1,62,1218452,0.8,0.7,5.1
Allegheny,3/24/20,29,11.4,91,1218452,2.4,0.9,7.5
Allegheny,3/25/20,47,17.4,138,1218452,3.9,1.4,11.3
Allegheny,3/26/20,27,19.4,165,1218452,2.2,1.6,13.5
Allegheny,3/27/20,62,27.7,227,1218452,5.1,2.3,18.6
Allegheny,3/28/20,48,33.3,275,1218452,3.9,2.7,22.6
Allegheny,3/29/20,23,35.1,298,1218452,1.9,2.9,24.5
Allegheny,3/30/20,38,39.1,336,1218452,3.1,3.2,27.6
Allegheny,3/31/20,40,40.7,376,1218452,3.3,3.3,30.9
Allegheny,4/1/20,72,44.3,448,1218452,5.9,3.6,36.8
Allegheny,4/2/20,58,48.7,506,1218452,4.8,4,41.5
Allegheny,4/3/20,73,50.3,579,1218452,6,4.1,47.5
Allegheny,4/4/20,48,50.3,627,1218452,3.9,4.1,51.5
Allegheny,4/5/20,36,52.1,663,1218452,3,4.3,54.4
Allegheny,4/6/20,53,54.3,716,1218452,4.3,4.5,58.8
Allegheny,4/7/20,43,54.7,759,1218452,3.5,4.5,62.3
Allegheny,4/8/20,41,50.3,800,1218452,3.4,4.1,65.7
Allegheny,4/9/20,37,47.3,837,1218452,3,3.9,68.7
Allegheny,4/10/20,53,44.4,890,1218452,4.3,3.6,73
Allegheny,4/11/20,33,42.3,923,1218452,2.7,3.5,75.8
Allegheny,4/12/20,14,39.1,937,1218452,1.1,3.2,76.9
Allegheny,4/13/20,12,33.3,949,1218452,1,2.7,77.9
Allegheny,4/14/20,18,29.7,967,1218452,1.5,2.4,79.4
Allegheny,4/15/20,25,27.4,992,1218452,2.1,2.3,81.4
Allegheny,4/16/20,17,24.6,1009,1218452,1.4,2,82.8
Allegheny,4/17/20,65,26.3,1074,1218452,5.3,2.2,88.1
Allegheny,4/18/20,31,26,1105,1218452,2.5,2.1,90.7
Allegheny,4/19/20,11,25.6,1116,1218452,0.9,2.1,91.6
Allegheny,4/20/20,17,26.3,1133,1218452,1.4,2.2,93
Allegheny,4/21/20,23,27,1156,1218452,1.9,2.2,94.9
Allegheny,4/22/20,77,34.4,1233,1218452,6.3,2.8,101.2
Allegheny,4/23/20,28,36,1261,1218452,2.3,3,103.5
Allegheny,4/24/20,20,29.6,1281,1218452,1.6,2.4,105.1
Allegheny,4/25/20,8,26.3,1289,1218452,0.7,2.2,105.8
Allegheny,4/26/20,7,25.7,1296,1218452,0.6,2.1,106.4
Allegheny,4/27/20,15,25.4,1311,1218452,1.2,2.1,107.6
Allegheny,4/28/20,33,26.9,1344,1218452,2.7,2.2,110.3
Allegheny,4/29/20,17,18.3,1361,1218452,1.4,1.5,111.7
Allegheny,4/30/20,24,17.7,1385,1218452,2,1.5,113.7
Allegheny,5/1/20,16,17.1,1401,1218452,1.3,1.4,115
Allegheny,5/2/20,12,17.7,1413,1218452,1,1.5,116
Allegheny,5/3/20,19,19.4,1432,1218452,1.6,1.6,117.5
Allegheny,5/4/20,7,18.3,1439,1218452,0.6,1.5,118.1
Allegheny,5/5/20,21,16.6,1460,1218452,1.7,1.4,119.8
Allegheny,5/6/20,40,19.9,1500,1218452,3.3,1.6,123.1
Allegheny,5/7/20,9,17.7,1509,1218452,0.7,1.5,123.8
Allegheny,5/8/20,29,19.6,1538,1218452,2.4,1.6,126.2
Allegheny,5/9/20,20,20.7,1558,1218452,1.6,1.7,127.9
Allegheny,5/10/20,6,18.9,1564,1218452,0.5,1.5,128.4
Allegheny,5/11/20,19,20.6,1583,1218452,1.6,1.7,129.9
Allegheny,5/12/20,26,21.3,1609,1218452,2.1,1.7,132.1
Allegheny,5/13/20,10,17,1619,1218452,0.8,1.4,132.9
Allegheny,5/14/20,30,20,1649,1218452,2.5,1.6,135.3
Allegheny,5/15/20,18,18.4,1667,1218452,1.5,1.5,136.8
Allegheny,5/16/20,7,16.6,1674,1218452,0.6,1.4,137.4
Allegheny,5/17/20,30,20,1704,1218452,2.5,1.6,139.8
Allegheny,5/18/20,19,20,1723,1218452,1.6,1.6,141.4
Allegheny,5/19/20,28,20.3,1751,1218452,2.3,1.7,143.7
Allegheny,5/20/20,32,23.4,1783,1218452,2.6,1.9,146.3
Allegheny,5/21/20,21,22.1,1804,1218452,1.7,1.8,148.1
Allegheny,5/22/20,12,21.3,1816,1218452,1,1.7,149
Allegheny,5/23/20,24,23.7,1840,1218452,2,1.9,151
Allegheny,5/24/20,11,21,1851,1218452,0.9,1.7,151.9
Allegheny,5/25/20,5,19,1856,1218452,0.4,1.6,152.3
Allegheny,5/26/20,11,16.6,1867,1218452,0.9,1.4,153.2
Allegheny,5/27/20,18,14.6,1885,1218452,1.5,1.2,154.7
Allegheny,5/28/20,16,13.9,1901,1218452,1.3,1.1,156
Allegheny,5/29/20,26,15.9,1927,1218452,2.1,1.3,158.2
Allegheny,5/30/20,15,14.6,1942,1218452,1.2,1.2,159.4
Allegheny,5/31/20,6,13.9,1948,1218452,0.5,1.1,159.9
Allegheny,6/1/20,11,14.7,1959,1218452,0.9,1.2,160.8
Allegheny,6/2/20,17,15.6,1976,1218452,1.4,1.3,162.2
Allegheny,6/3/20,15,15.1,1991,1218452,1.2,1.2,163.4
Allegheny,6/4/20,10,14.3,2001,1218452,0.8,1.2,164.2
Allegheny,6/5/20,10,12,2011,1218452,0.8,1,165
Allegheny,6/6/20,15,12,2026,1218452,1.2,1,166.3
Allegheny,6/7/20,12,12.9,2038,1218452,1,1.1,167.3
Allegheny,6/8/20,19,14,2057,1218452,1.6,1.1,168.8
Allegheny,6/9/20,9,12.9,2066,1218452,0.7,1.1,169.6
Allegheny,6/10/20,22,13.9,2088,1218452,1.8,1.1,171.4
Allegheny,6/11/20,6,13.3,2094,1218452,0.5,1.1,171.9
Allegheny,6/12/20,17,14.3,2111,1218452,1.4,1.2,173.3
Allegheny,6/13/20,3,12.6,2114,1218452,0.2,1,173.5
Allegheny,6/14/20,4,11.4,2118,1218452,0.3,0.9,173.8
Allegheny,6/15/20,24,12.1,2142,1218452,2,1,175.8
Allegheny,6/16/20,2,11.1,2144,1218452,0.2,0.9,176
Allegheny,6/17/20,12,9.7,2156,1218452,1,0.8,176.9
Allegheny,6/18/20,14,10.9,2170,1218452,1.1,0.9,178.1
Allegheny,6/19/20,21,11.4,2191,1218452,1.7,0.9,179.8
Allegheny,6/20/20,18,13.6,2209,1218452,1.5,1.1,181.3
Allegheny,6/21/20,28,17,2237,1218452,2.3,1.4,183.6
Allegheny,6/22/20,32,18.1,2269,1218452,2.6,1.5,186.2
Allegheny,6/23/20,47,24.6,2316,1218452,3.9,2,190.1
Allegheny,6/24/20,36,28,2352,1218452,3,2.3,193
Allegheny,6/25/20,53,33.6,2405,1218452,4.3,2.8,197.4
Allegheny,6/26/20,102,45.1,2507,1218452,8.4,3.7,205.8
Allegheny,6/27/20,104,57.4,2611,1218452,8.5,4.7,214.3
Allegheny,6/28/20,63,62.4,2674,1218452,5.2,5.1,219.5
Allegheny,6/29/20,116,74.4,2790,1218452,9.5,6.1,229
Allegheny,6/30/20,118,84.6,2908,1218452,9.7,6.9,238.7
Allegheny,7/1/20,141,99.6,3049,1218452,11.6,8.2,250.2
Allegheny,7/2/20,150,113.4,3199,1218452,12.3,9.3,262.5
Allegheny,7/3/20,169,123,3368,1218452,13.9,10.1,276.4
Allegheny,7/4/20,224,140.1,3592,1218452,18.4,11.5,294.8
Allegheny,7/5/20,133,150.1,3725,1218452,10.9,12.3,305.7
Allegheny,7/6/20,99,147.7,3824,1218452,8.1,12.1,313.8
Allegheny,7/7/20,125,148.7,3949,1218452,10.3,12.2,324.1
Allegheny,7/8/20,296,170.9,4245,1218452,24.3,14,348.4
Allegheny,7/9/20,201,178.1,4446,1218452,16.5,14.6,364.9
Allegheny,7/10/20,117,170.7,4563,1218452,9.6,14,374.5
Allegheny,7/11/20,130,157.3,4693,1218452,10.7,12.9,385.2
Allegheny,7/12/20,147,159.3,4840,1218452,12.1,13.1,397.2
Allegheny,7/13/20,125,163,4965,1218452,10.3,13.4,407.5
Allegheny,7/14/20,109,160.7,5074,1218452,8.9,13.2,416.4
Allegheny,7/15/20,237,152.3,5311,1218452,19.5,12.5,435.9
Allegheny,7/16/20,288,164.7,5599,1218452,23.6,13.5,459.5
Allegheny,7/17/20,226,180.3,5825,1218452,18.5,14.8,478.1
Allegheny,7/18/20,68,171.4,5893,1218452,5.6,14.1,483.6
Allegheny,7/19/20,115,166.9,6008,1218452,9.4,13.7,493.1
Allegheny,7/20/20,194,176.7,6202,1218452,15.9,14.5,509
Allegheny,7/21/20,246,196.3,6448,1218452,20.2,16.1,529.2
Allegheny,7/22/20,214,193,6662,1218452,17.6,15.8,546.8
Allegheny,7/23/20,218,183,6880,1218452,17.9,15,564.7
Allegheny,7/24/20,138,170.4,7018,1218452,11.3,14,576
Allegheny,7/25/20,88,173.3,7106,1218452,7.2,14.2,583.2
Allegheny,7/26/20,142,177.1,7248,1218452,11.7,14.5,594.9
Allegheny,7/27/20,201,178.1,7449,1218452,16.5,14.6,611.3
